n0_AG,n55_AG,n145_AG,n76_AG,n26_AG,n159_AG,n88_AA,n20_AG,n124_AC,n7_AG,n184_AG,n141_AG,n2_AG,n134_AG,n127_AG,n25_AG,n143_AG,n79_AG,n108_AG,n61_AG,n155_AA,n13_AG,n32_AG,n67_AG,n197_AG,n70_AG,n57_AG,n146_AG,n166_AG,n60_AG,n194_AG,n39_AG,n156_AG,n154_AG,n49_AG,n56_AG,n100_AG,n162_AG,n149_AG,n9_AG,n136_AG,n106_AG,n22_AG,n123_AG,n10_AG,n72_AG,n33_AG,n19_AG,n137_AG,n173_AG,n64_AG,n180_AG,n153_AG,n40_AG,n119_AG,n117_AG,n105_AG,n3_AG,n92_AG,n121_AG,n128_AG,n81_AG,n198_AG,n98_AG,n1_AG,n27_AG,n111_AG,n48_AG,n118_AG,n187_AG,n122_AG,n65_AG,n179_AG,n94_AG,n96_AG,n63_AG,n148_AG,n114_AG,n50_AG,n45_AG,n18_AC,n182_AG,n195_AG,n140_AG,n82_AG,n142_AG,n168_AG,n152_AG,n176_AG,n160_AG,n85_AG,n101_AG,n53_AG,n193_AG,n116_AG,n181_AG,n91_AG,n107_AG,n11_AG,n51_AG,n130_AG,n89_AG,n84_AG,n80_AG,n175_AG,n129_AG,n6_AG,n196_AG,n99_AG,n21_AG,n74_AG,n28_AG,n113_AG,n34_AG,n17_AG,n36_AG,n93_AG,n104_AG,n62_AG,n47_AG,n158_AG,n147_AG,n185_AG,n71_AG,n35_AG,n43_AG,n186_AG,n157_AG,n4_AG,n138_AG,n164_AG,n59_AG,n199_AG,n75_AG,n167_AG,n83_AG,n12_AG,n66_AG,n183_AG,n151_AG,n41_AG,n133_AG,n165_AG,n132_AG,n5_AG,n177_AG,n23_AG,n161_AG,n144_AG,n69_AG,n90_AG,n189_AG,n54_AG,n15_AG,n169_AG,n14_AG,n103_AG,n24_AG,n58_AG,n52_AG,n78_AG,n131_AG,n171_AG,n150_AG,n109_AG,n31_AG,n16_AG,n77_AG,n163_AG,n97_AG,n170_AG,n188_AG,n37_AG,n38_AG,n135_AG,n192_AG,n125_AG,n46_AG,n29_AG,n200_AG,n112_AG,n115_AG,n172_AG,n87_AG,n86_AG,n190_AG,n42_AG,n44_AG,n110_AG,n174_AG,n73_AG,n139_AG,n126_AG,n120_AG,n8_AG,n102_AG,n30_AG,n95_AG,n191_AG,n178_AG,n68_AG
0.15077,0.0955,0.08445,0.09164,0.13072,0.0881,0.2913,0.15902,0.43185,0.07343,0,0.0808,0.11622,0.2962,0.18055,0.15104,0.17299,0.20579,0.24324,0.22946,0.20107,0.39011,0.11526,0.11525,0.12625,0.11841,0.13845,0.27389,0.26363,0.27874,0.14319,0.1511,0.13097,0.10281,0.13829,0.14244,0.17575,0.15541,0.18157,0.18482,0.16357,0.16405,0.16398,0.19435,0.19118,0.20076,0.23836,0.2426,0.16296,0.1546,0.1924,0.16311,0.16304,0.23748,0.15146,0.15981,0.17158,0.16342,0.24368,0.20225,0.21481,0.18094,0.1594,0.16045,0.16318,0.27366,0.27836,0.1886,0.1583,0.12243,0.32595,0.24191,0.24825,0.23809,0.17904,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.24646,0.24501,0.14192,0.30366,0.17858,0.16205,0.13756,0.14603,0.13785,0.13395,0.16263,0.17981,0.13813,0.13011,0.16301,0.17573,0.23851,0.18057,0.40057,0.17889,0.17037,0.20181,0.17179,0.18933,0.1674,0.16687,0.17586,0.19713,0.19292,0.13862,0.13854,0.15158,0.1464,0.16717,0.16309,0.16309,0.15957,0.16437,0.21321,0.14666,0.20833,0.17495,0.17982,0.17991,0.20072,0.22385,0.20687,0.23468,0.25406,0.23272,0.184
0.10727,0.04809,0.04099,0.05148,0.08424,0.04796,0.27207,0.11966,0.38229,0.03051,0.0808,0,0.05148,0.26767,0.13083,0.10313,0.12299,0.15408,0.18939,0.17682,0.14616,0.37147,0.06957,0.07703,0.08083,0.07328,0.09619,0.24536,0.23607,0.24566,0.09976,0.10353,0.08467,0.06213,0.09956,0.10361,0.13518,0.11628,0.14138,0.13523,0.11573,0.11579,0.12401,0.15324,0.15267,0.16138,0.19351,0.2194,0.13208,0.12383,0.15898,0.13522,0.131,0.20601,0.12352,0.1235,0.12634,0.11858,0.211,0.16399,0.17642,0.13482,0.11482,0.12346,0.11852,0.23624,0.24076,0.14634,0.12258,0.09206,0.29326,0.2101,0.2211,0.19288,0.13005,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.18779,0.20959,0.09925,0.2703,0.15422,0.12601,0.10724,0.11439,0.09906,0.09532,0.11935,0.13393,0.10269,0.10265,0.12594,0.15186,0.21339,0.14379,0.37033,0.12244,0.11444,0.15078,0.12281,0.14728,0.12308,0.12266,0.14745,0.16369,0.15967,0.09986,0.09246,0.10822,0.09988,0.11921,0.11536,0.11536,0.11628,0.11935,0.17973,0.10025,0.15545,0.13553,0.16461,0.1647,0.15424,0.18386,0.17155,0.1901,0.23138,0.20213,0.15093
0.13875,0.09613,0.07423,0.09288,0.12736,0.08471,0.29288,0.14542,0.41535,0.07021,0.11622,0.05148,0,0.3068,0.17349,0.14752,0.16073,0.17656,0.22161,0.21894,0.19352,0.42328,0.10785,0.11146,0.13184,0.12352,0.14093,0.29486,0.28537,0.29586,0.15208,0.15276,0.1358,0.10329,0.14394,0.14853,0.17437,0.16295,0.19072,0.1828,0.16584,0.16198,0.17075,0.20317,0.18891,0.19759,0.21834,0.25751,0.17991,0.17082,0.19403,0.18211,0.17735,0.24528,0.1653,0.16522,0.17218,0.16353,0.25005,0.20846,0.21712,0.17647,0.15538,0.15822,0.15534,0.26173,0.26066,0.18915,0.16378,0.12835,0.34245,0.25457,0.26793,0.22525,0.17622,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.24727,0.23778,0.15135,0.31366,0.20208,0.17226,0.15642,0.16344,0.1426,0.143,0.16982,0.18,0.14192,0.15053,0.17506,0.19578,0.25817,0.19217,0.37001,0.15948,0.15542,0.18996,0.16853,0.19043,0.16458,0.16401,0.19094,0.21259,0.20834,0.14341,0.13559,0.14145,0.14342,0.16405,0.15994,0.15994,0.14791,0.16072,0.21792,0.14002,0.18954,0.17798,0.2054,0.20539,0.19326,0.22518,0.20908,0.24253,0.27089,0.24712,0.19505
0.32167,0.28071,0.27253,0.2678,0.31315,0.27668,0.46008,0.31523,0.5475,0.25799,0.2962,0.26767,0.3068,0,0.31796,0.3086,0.34252,0.36768,0.42917,0.40434,0.37039,0.47802,0.29804,0.3034,0.29501,0.29553,0.31636,0.41966,0.4196,0.43267,0.31571,0.32094,0.30081,0.28555,0.29667,0.30198,0.31083,0.30681,0.31727,0.32136,0.31179,0.312,0.32352,0.3443,0.34534,0.33978,0.37223,0.40729,0.30025,0.30098,0.34222,0.33557,0.32833,0.35507,0.30565,0.32221,0.31668,0.30161,0.35268,0.30376,0.30325,0.32208,0.31188,0.31581,0.32576,0.39762,0.40959,0.34103,0.30485,0.27059,0.42233,0.33922,0.34592,0.35885,0.29894,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.35577,0.38837,0.27866,0.43837,0.32989,0.29826,0.28823,0.28827,0.28357,0.27887,0.32639,0.30428,0.29868,0.29833,0.30285,0.31017,0.36339,0.2953,0.52391,0.33047,0.31968,0.36465,0.32125,0.34837,0.31655,0.32061,0.32839,0.33956,0.33455,0.26004,0.27026,0.28654,0.27955,0.31027,0.30531,0.30531,0.29026,0.29131,0.31872,0.28002,0.33718,0.3197,0.33838,0.3319,0.34634,0.35053,0.34217,0.34549,0.37669,0.38408,0.33737
0.18792,0.12619,0.115,0.13429,0.17139,0.13044,0.31559,0.2028,0.41877,0.1109,0.18055,0.13083,0.17349,0.31796,0,0.04795,0.10295,0.1377,0.17578,0.15993,0.13416,0.3958,0.14223,0.15069,0.16726,0.16313,0.17591,0.32204,0.31182,0.3224,0.18426,0.19325,0.18039,0.15021,0.1705,0.17482,0.20103,0.17991,0.19375,0.20173,0.18398,0.18408,0.19304,0.21646,0.2068,0.20686,0.24143,0.28471,0.21043,0.20136,0.21824,0.21119,0.19693,0.27408,0.2013,0.1969,0.21857,0.20973,0.27984,0.22237,0.24106,0.22402,0.2103,0.21072,0.21444,0.27168,0.27635,0.22701,0.20949,0.16704,0.34866,0.29826,0.28972,0.25561,0.2182,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.26393,0.27259,0.19176,0.32824,0.22178,0.19127,0.17452,0.1872,0.16587,0.16177,0.20653,0.20457,0.17005,0.16585,0.19575,0.2231,0.26419,0.20071,0.4189,0.18713,0.17848,0.22783,0.18795,0.19618,0.18833,0.18329,0.17957,0.21011,0.2103,0.16759,0.17174,0.18184,0.17997,0.19684,0.19363,0.19307,0.19851,0.17687,0.24082,0.16024,0.23582,0.22051,0.25203,0.24764,0.22366,0.23761,0.23942,0.28177,0.2774,0.27394,0.2326
0.16263,0.11046,0.0916,0.11059,0.1422,0.10292,0.29336,0.18001,0.44549,0.08414,0.15104,0.10313,0.14752,0.3086,0.04795,0,0.07314,0.11026,0.15195,0.13947,0.11037,0.37969,0.1185,0.12674,0.13804,0.13409,0.15028,0.30711,0.29686,0.30724,0.1588,0.16735,0.15942,0.12197,0.14995,0.15412,0.18784,0.16716,0.18045,0.19234,0.16684,0.17586,0.17577,0.20655,0.20375,0.20382,0.23169,0.25563,0.18394,0.17527,0.20932,0.19296,0.1838,0.26968,0.18432,0.18003,0.19655,0.18799,0.2566,0.19182,0.20971,0.19305,0.17996,0.17952,0.1879,0.26832,0.27811,0.20932,0.18328,0.1422,0.32338,0.26828,0.27014,0.23667,0.17907,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.26047,0.25859,0.17057,0.31899,0.21327,0.18279,0.16252,0.17869,0.15375,0.14972,0.18474,0.1831,0.15771,0.15353,0.18284,0.20571,0.2561,0.18827,0.39396,0.17883,0.17024,0.2188,0.17949,0.18768,0.17535,0.17495,0.17136,0.20142,0.20157,0.15049,0.14657,0.15999,0.15455,0.1754,0.17123,0.16713,0.17219,0.15939,0.21262,0.14322,0.2078,0.19332,0.22384,0.21956,0.2002,0.22282,0.2146,0.24687,0.26324,0.23552,0.20059
0.16291,0.12647,0.11096,0.12642,0.16338,0.1228,0.306,0.19771,0.45748,0.1035,0.17299,0.12299,0.16073,0.34252,0.10295,0.07314,0,0.09253,0.14864,0.14006,0.11086,0.42118,0.12654,0.1349,0.15018,0.15043,0.17585,0.32304,0.31237,0.3231,0.16731,0.18557,0.1813,0.14222,0.16686,0.1712,0.1924,0.1848,0.21664,0.21062,0.1844,0.18911,0.19373,0.22555,0.19868,0.20834,0.23703,0.27172,0.20199,0.19305,0.22324,0.19275,0.19266,0.26959,0.18855,0.18417,0.21471,0.20631,0.27218,0.2098,0.22818,0.20726,0.19343,0.18804,0.20571,0.25903,0.25893,0.20935,0.1833,0.15037,0.33489,0.28324,0.29043,0.24623,0.1873,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.27455,0.28781,0.18797,0.33441,0.23165,0.20032,0.17452,0.20081,0.17477,0.17066,0.21089,0.20524,0.17901,0.17878,0.19154,0.21422,0.2696,0.20558,0.38413,0.20885,0.20017,0.2235,0.18818,0.21917,0.20173,0.20109,0.20135,0.21953,0.2152,0.1671,0.16293,0.17655,0.17106,0.17984,0.18395,0.17966,0.17637,0.17623,0.22,0.15895,0.21648,0.20109,0.22806,0.21472,0.20038,0.23401,0.21496,0.24637,0.2826,0.24067,0.20931
0.20924,0.14963,0.14172,0.15809,0.17938,0.14981,0.33484,0.23175,0.49422,0.13383,0.20579,0.15408,0.17656,0.36768,0.1377,0.11026,0.09253,0,0.18508,0.17673,0.15443,0.44257,0.15858,0.16726,0.18295,0.18313,0.19683,0.37027,0.35863,0.37002,0.19677,0.20984,0.20147,0.17432,0.19589,0.20035,0.23157,0.22308,0.25176,0.24122,0.22265,0.22275,0.23232,0.26574,0.24716,0.24724,0.26443,0.29937,0.23676,0.22748,0.2355,0.2134,0.20438,0.28517,0.23182,0.21824,0.22681,0.21788,0.32587,0.2592,0.26871,0.23669,0.22269,0.21784,0.23573,0.31316,0.31257,0.24062,0.23556,0.19148,0.40091,0.33787,0.32872,0.27404,0.23994,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.32782,0.31181,0.21747,0.32328,0.26297,0.22616,0.20394,0.2216,0.19529,0.19101,0.24611,0.2449,0.20413,0.204,0.22639,0.23999,0.29711,0.2402,0.41839,0.22589,0.21695,0.27381,0.24082,0.26405,0.23609,0.23561,0.22713,0.25978,0.25518,0.20018,0.20468,0.21883,0.20885,0.23136,0.22688,0.22234,0.21867,0.21403,0.25532,0.20042,0.25484,0.22284,0.25465,0.25019,0.21704,0.24446,0.23593,0.28284,0.29624,0.27729,0.22597
0.23656,0.19721,0.17098,0.19777,0.21453,0.19737,0.32699,0.25731,0.48923,0.17596,0.24324,0.18939,0.22161,0.42917,0.17578,0.15195,0.14864,0.18508,0,0.05516,0.1223,0.47869,0.18008,0.19757,0.22098,0.20166,0.24953,0.38236,0.37164,0.37081,0.226,0.22972,0.22975,0.19728,0.22323,0.22812,0.27076,0.25822,0.28951,0.28684,0.25731,0.25749,0.26783,0.28376,0.28352,0.28888,0.3156,0.36022,0.2772,0.26709,0.27422,0.25687,0.25087,0.3184,0.24919,0.24452,0.23232,0.233,0.3109,0.27113,0.27131,0.25783,0.23037,0.2334,0.23828,0.31695,0.31661,0.28403,0.25191,0.21932,0.38732,0.33435,0.3301,0.29977,0.24131,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.2895,0.32883,0.21801,0.3516,0.28363,0.24941,0.21839,0.23616,0.21807,0.2137,0.25207,0.22664,0.19592,0.20454,0.21341,0.27037,0.31872,0.25036,0.4653,0.23581,0.2266,0.26991,0.24191,0.24589,0.22759,0.23168,0.23185,0.23702,0.23259,0.23325,0.22462,0.24021,0.23337,0.23668,0.23214,0.22763,0.23838,0.22884,0.27369,0.21922,0.26662,0.25152,0.28066,0.27615,0.26,0.2831,0.27648,0.32383,0.33424,0.32057,0.26835
0.24668,0.18449,0.1675,0.18151,0.20082,0.18458,0.32607,0.24357,0.51952,0.16353,0.22946,0.17682,0.21894,0.40434,0.15993,0.13947,0.14006,0.17673,0.05516,0,0.12205,0.4523,0.17244,0.19403,0.22526,0.20595,0.236,0.37249,0.3618,0.37356,0.23023,0.22519,0.22529,0.19298,0.22916,0.23416,0.26295,0.25444,0.27399,0.28291,0.25342,0.25908,0.26392,0.27418,0.27403,0.2793,0.29601,0.33812,0.27335,0.26321,0.26523,0.25441,0.24264,0.30842,0.25363,0.24891,0.23757,0.2384,0.31033,0.26932,0.27396,0.26638,0.23848,0.23786,0.24714,0.3003,0.30517,0.27947,0.24795,0.21545,0.40444,0.33874,0.34026,0.30467,0.2504,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.29946,0.34128,0.22725,0.35251,0.29419,0.25927,0.2283,0.23686,0.21878,0.21436,0.23774,0.23144,0.19676,0.20558,0.21387,0.27562,0.30791,0.24627,0.45219,0.24562,0.23614,0.28016,0.25191,0.25604,0.23699,0.2412,0.23703,0.26142,0.25686,0.21939,0.20644,0.22148,0.21499,0.22282,0.21839,0.21392,0.22428,0.20619,0.26306,0.20559,0.27757,0.23708,0.25659,0.25218,0.2457,0.2787,0.26172,0.31368,0.32317,0.29925,0.24889
0.20032,0.16197,0.14566,0.16607,0.20467,0.16203,0.34101,0.22329,0.47919,0.14172,0.20107,0.14616,0.19352,0.37039,0.13416,0.11037,0.11086,0.15443,0.1223,0.12205,0,0.4482,0.16602,0.17449,0.18335,0.17468,0.19679,0.34784,0.33738,0.34833,0.18326,0.21465,0.21004,0.17862,0.17056,0.17495,0.20921,0.1882,0.22429,0.21408,0.18769,0.18869,0.19675,0.234,0.21919,0.22409,0.26429,0.309,0.2098,0.20079,0.23117,0.21906,0.20487,0.28619,0.20157,0.1972,0.20973,0.20123,0.27499,0.22765,0.22717,0.22432,0.19768,0.20071,0.20998,0.26577,0.26555,0.21829,0.19586,0.16608,0.35965,0.29751,0.28907,0.2503,0.21337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.28028,0.32306,0.1913,0.3351,0.25409,0.22162,0.18265,0.21324,0.18693,0.18274,0.21887,0.22185,0.17844,0.1868,0.19106,0.22673,0.27829,0.2133,0.43276,0.22211,0.21301,0.24084,0.21384,0.24108,0.2003,0.20438,0.20488,0.23255,0.22815,0.17072,0.17081,0.18821,0.17906,0.19686,0.19253,0.18841,0.19294,0.1788,0.2329,0.1623,0.24729,0.20968,0.21825,0.21396,0.20866,0.23582,0.2137,0.27127,0.28691,0.25887,0.22308
0.41549,0.36237,0.35405,0.35834,0.40281,0.34712,0.49244,0.42215,0.62877,0.35339,0.39011,0.37147,0.42328,0.47802,0.3958,0.37969,0.42118,0.44257,0.47869,0.4523,0.4482,0,0.35596,0.36657,0.37587,0.37705,0.38115,0.50639,0.49416,0.51538,0.42393,0.43789,0.3896,0.37683,0.3449,0.35148,0.33781,0.35208,0.34176,0.36414,0.3667,0.35027,0.35148,0.37462,0.34291,0.33923,0.44833,0.46789,0.363,0.358,0.3938,0.42352,0.40579,0.40599,0.37812,0.39199,0.39068,0.38351,0.41645,0.3698,0.36196,0.36959,0.37277,0.38343,0.37938,0.42989,0.43624,0.39107,0.38633,0.35992,0.52501,0.47551,0.45341,0.45125,0.41408,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.42527,0.47212,0.40097,0.55794,0.39045,0.39891,0.36685,0.38593,0.37069,0.36514,0.42875,0.40481,0.37679,0.36883,0.40255,0.4212,0.46723,0.40157,0.6256,0.40912,0.39595,0.44476,0.40489,0.41242,0.40882,0.40006,0.42652,0.42836,0.42281,0.35163,0.37131,0.37548,0.38164,0.39838,0.39242,0.39242,0.39201,0.36165,0.38373,0.35672,0.39579,0.4091,0.43736,0.41768,0.41362,0.40661,0.39459,0.45088,0.48971,0.45408,0.39676
0.11064,0.07665,0.06219,0.07316,0.09553,0.06943,0.27198,0.14703,0.38487,0.05149,0.11526,0.06957,0.10785,0.29804,0.14223,0.1185,0.12654,0.15858,0.18008,0.17244,0.16602,0.35596,0,0.02011,0.10695,0.09924,0.11897,0.26891,0.26886,0.26887,0.11906,0.12647,0.10745,0.08794,0.11087,0.11498,0.14672,0.13566,0.16002,0.15967,0.13505,0.13954,0.14348,0.17706,0.16905,0.16911,0.20169,0.21924,0.1524,0.14389,0.17121,0.15539,0.14688,0.21786,0.14707,0.14704,0.15894,0.15088,0.24333,0.19309,0.20167,0.16754,0.1549,0.14806,0.15873,0.23924,0.24376,0.158,0.14613,0.10704,0.30395,0.23203,0.24251,0.19204,0.1539,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.21832,0.23602,0.1299,0.29046,0.17875,0.14967,0.12997,0.14171,0.12186,0.118,0.15962,0.15409,0.12579,0.12568,0.13785,0.17541,0.23248,0.16299,0.33229,0.15816,0.14988,0.18409,0.15902,0.17555,0.15057,0.15015,0.17109,0.18855,0.18437,0.11448,0.10309,0.11542,0.11064,0.13411,0.13017,0.13017,0.12692,0.12276,0.19553,0.11466,0.16292,0.15468,0.1845,0.18482,0.17467,0.21885,0.18389,0.21963,0.24509,0.21406,0.17115
0.10703,0.08418,0.06956,0.08065,0.11121,0.07693,0.29707,0.15521,0.38481,0.05881,0.11525,0.07703,0.11146,0.3034,0.15069,0.12674,0.1349,0.16726,0.19757,0.19403,0.17449,0.36657,0.02011,0,0.11478,0.10704,0.1269,0.26881,0.26877,0.26897,0.12709,0.13072,0.11163,0.08813,0.11864,0.12275,0.14654,0.13474,0.16825,0.1588,0.13444,0.13872,0.14294,0.18088,0.1695,0.16957,0.20167,0.22854,0.15131,0.14298,0.18009,0.16398,0.15533,0.23755,0.13909,0.14703,0.16747,0.15948,0.23971,0.19786,0.2066,0.17618,0.16339,0.15603,0.16716,0.24879,0.25335,0.17073,0.14634,0.11471,0.30936,0.23202,0.24249,0.20555,0.16209,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.23246,0.236,0.14214,0.30106,0.18745,0.158,0.13779,0.15,0.12984,0.12596,0.16362,0.16251,0.13393,0.13374,0.14626,0.16706,0.2426,0.16298,0.3437,0.15815,0.14987,0.18407,0.15901,0.17168,0.15056,0.15014,0.16293,0.19297,0.18878,0.13058,0.12273,0.13564,0.13045,0.15067,0.14665,0.14665,0.14349,0.13923,0.21442,0.13077,0.1804,0.17176,0.2027,0.2031,0.19209,0.22846,0.20188,0.23883,0.26432,0.23277,0.19264
0.13796,0.0839,0.08061,0.0917,0.11097,0.08403,0.31165,0.15503,0.40765,0.06948,0.12625,0.08083,0.13184,0.29501,0.16726,0.13804,0.15018,0.18295,0.22098,0.22526,0.18335,0.37587,0.10695,0.11478,0,0.01349,0.07677,0.21779,0.2085,0.21752,0.09506,0.11434,0.09525,0.08424,0.10646,0.10258,0.14186,0.13047,0.1466,0.15047,0.13019,0.13868,0.13854,0.16361,0.18521,0.18068,0.21021,0.25584,0.14648,0.13824,0.175,0.15034,0.14621,0.21606,0.13818,0.13819,0.14582,0.13786,0.24199,0.17973,0.18425,0.1586,0.13393,0.14265,0.13796,0.24803,0.25264,0.17054,0.14173,0.1104,0.28723,0.24483,0.2468,0.22317,0.14577,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.21845,0.2412,0.12194,0.28471,0.17038,0.14162,0.11834,0.14185,0.11412,0.11029,0.14274,0.15813,0.12186,0.12182,0.14201,0.15425,0.20926,0.13384,0.38716,0.15447,0.14612,0.17542,0.14653,0.15863,0.13831,0.13803,0.15432,0.16752,0.16708,0.11061,0.10315,0.11896,0.11074,0.13806,0.1341,0.1341,0.13474,0.13831,0.19836,0.11852,0.17586,0.16696,0.16668,0.1669,0.15809,0.1874,0.1749,0.20104,0.22651,0.20074,0.15402
0.13817,0.07649,0.07309,0.08407,0.09516,0.07655,0.29527,0.13804,0.40216,0.06212,0.11841,0.07328,0.12352,0.29553,0.16313,0.13409,0.15043,0.18313,0.20166,0.20595,0.17468,0.37705,0.09924,0.10704,0.01349,0,0.07697,0.22657,0.21723,0.22638,0.09133,0.1066,0.08773,0.07671,0.11061,0.1066,0.14629,0.13513,0.16066,0.15472,0.13468,0.14348,0.14314,0.15952,0.18989,0.18537,0.21578,0.25125,0.1513,0.14291,0.17511,0.1548,0.15055,0.21175,0.1427,0.1427,0.14183,0.14213,0.23275,0.17114,0.18454,0.16312,0.13834,0.14747,0.14234,0.24345,0.24803,0.1751,0.14614,0.11466,0.29218,0.24516,0.24741,0.22341,0.14597,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.21889,0.25078,0.11806,0.29506,0.17449,0.14559,0.12219,0.1458,0.11795,0.11411,0.14726,0.1538,0.12573,0.1257,0.14179,0.15897,0.21918,0.14225,0.38497,0.15934,0.15082,0.17583,0.15135,0.15896,0.13864,0.13831,0.15027,0.17267,0.17211,0.11499,0.10758,0.12366,0.11519,0.1341,0.13017,0.13017,0.13081,0.14278,0.19407,0.12306,0.1811,0.16735,0.17139,0.1716,0.16262,0.18758,0.1796,0.19676,0.23112,0.20114,0.15862
